symbol,short_win,long_win,dev_win,hurst_config,signal_price_col,trade_price_col,return_mode,min_chunk,n_scales,min_segments,min_valid_scales,ann_ret,ann_vol,sharpe,max_drawdown,calmar,win_rate,profit_loss_ratio,turnover,final_nav,active_ratio
J,60,140,20,rs_default,close,open,open_to_open,8,8,2,3,0.139689059323431,0.20611871433626622,0.6777116758817905,0.3964143514286944,0.3523814383106606,0.5063176895306859,1.1842173506943676,8.14826498422713,3.727943111226718,0.42862776025236593
J,80,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.1385331311392215,0.21194614006071955,0.6536242231141068,0.48025966439980516,0.2884546452851719,0.4973913043478261,1.2188739219606792,6.458990536277603,3.69006684515911,0.4507097791798107
J,80,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.1307836512278273,0.2084532667274194,0.6274003438806477,0.4802596643998064,0.2723186245325666,0.4982174688057041,1.2088459696395606,6.458990536277603,3.444961594623563,0.4400630914826498
J,80,140,20,rs_default,close,open,open_to_open,8,8,2,3,0.09241153669736901,0.21272418840858093,0.434419505316779,0.4580510378783398,0.20174943195285128,0.4969378827646544,1.1602768195548443,6.657728706624606,2.4338847173547546,0.4479495268138801
J,60,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.08815707678000395,0.20454118285224276,0.43099915406124933,0.4695970117459979,0.18772921158980366,0.5014577259475219,1.1458334055006323,7.750788643533123,2.3401598989134844,0.39708201892744477
J,20,140,20,rs_robust,close,open,open_to_open,10,12,3,4,0.08084952450366911,0.2648842445942443,0.30522587188043687,0.43178584224510397,0.18724450084626615,0.491564863292612,1.1323769021521466,11.824921135646688,2.1867351344120736,0.6667981072555205
J,40,140,20,rs_default,close,open,open_to_open,8,8,2,3,0.06727628376847639,0.231708865710851,0.2903483367461231,0.5103896049384345,0.13181358538168414,0.4828614008941878,1.1790217654761395,9.936908517350156,1.9255905490556933,0.5185331230283912
J,20,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.07183474280149116,0.2560848892785762,0.2805114468247572,0.46731582985361153,0.15371776047901836,0.49141104294478527,1.1290439678993516,11.029968454258675,2.0099774315772283,0.6328864353312302
J,60,140,60,rs_robust,close,open,open_to_open,10,12,3,4,0.04871792767241345,0.20092589201532587,0.2424671463879699,0.44442392537676145,0.10962039820676331,0.4877384196185286,1.1475860295326556,7.1545741324921135,1.6139816236457158,0.42586750788643535
J,60,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.04440576374002858,0.20795638385070858,0.21353402534594648,0.5010530138748259,0.08862488102131667,0.49533582089552236,1.108609970364473,7.750788643533123,1.5484266848634014,0.4152208201892745
J,60,140,20,rs_robust,close,open,open_to_open,10,12,3,4,0.04605525383677245,0.2227227515739131,0.20678288819311968,0.3945408822198556,0.11673125881821399,0.4864649681528662,1.141004721148604,8.943217665615142,1.573214042220391,0.48580441640378547
J,40,140,40,rs_default,close,open,open_to_open,8,8,2,3,0.04578094574364533,0.2255825620891864,0.20294541084937834,0.5041679569432881,0.09080494924986883,0.48974763406940064,1.1253703597214286,9.340694006309148,1.5690673244698874,0.48974763406940064
J,40,140,60,rs_default,close,open,open_to_open,8,8,2,3,0.03272431204807047,0.22472062458488098,0.1456222013823654,0.5532930352055812,0.05914463036013357,0.48307184145334436,1.1418096640246016,9.638801261829652,1.3827125670887992,0.4664826498422713
J,40,140,20,rs_robust,close,open,open_to_open,10,12,3,4,0.03324758975273734,0.24273116286315988,0.13697289363492535,0.608440668638754,0.054643930733823516,0.476601871850252,1.166815907002336,10.73186119873817,1.3897794174760416,0.5347003154574133
J,20,140,20,rs_default,close,open,open_to_open,8,8,2,3,0.034613967964223,0.2582810569844217,0.13401667303193185,0.475853732401489,0.07274077223170414,0.4866989117291415,1.1158237139391252,10.831230283911673,1.408385940064973,0.6415615141955836
J,20,140,40,rs_robust,close,open,open_to_open,10,12,3,4,0.030691682003397558,0.2593412036940857,0.11834479660856716,0.5374860658993428,0.057102284041620745,0.49443757725587145,1.0794964891940186,11.029968454258675,1.3555679260265938,0.6269716088328076
J,60,140,40,rs_robust,close,open,open_to_open,10,12,3,4,0.00902892621085205,0.20498712115118717,0.04404630964202289,0.4744073711462673,0.019032010799149852,0.4856895056374675,1.0996953710748287,7.750788643533123,1.0946720100751333,0.44637223974763407
J,80,140,60,rs_robust,close,open,open_to_open,10,12,3,4,0.0031188887784470154,0.21586999434601134,0.014447995831453281,0.5551984139698766,0.00561761110977568,0.4880952380952381,1.082540687561794,6.657728706624606,1.0318342749327378,0.4589905362776025
J,80,140,20,rs_robust,close,open,open_to_open,10,12,3,4,-0.0021056015257456817,0.2177814425177733,-0.00966841573553193,0.6373015049671985,-0.0033039330824333386,0.48381452318460194,1.0946519887027046,7.055205047318612,0.9790113489341568,0.44558359621451105
J,20,140,60,rs_robust,close,open,open_to_open,10,12,3,4,-0.005408559601636664,0.25459317429392037,-0.021243930111781554,0.6530580778960569,-0.008281896794020685,0.4834478450968145,1.0936493058750272,10.433753943217665,0.9468858602750693,0.6218454258675079
J,40,140,60,rs_robust,close,open,open_to_open,10,12,3,4,-0.019729739544144698,0.23404820997794976,-0.08429775876518553,0.6586040913539084,-0.029956904008272698,0.4734042553191489,1.1209170657384275,9.837539432176657,0.8182929327263434,0.5074921135646687
J,80,140,40,rs_robust,close,open,open_to_open,10,12,3,4,-0.01952226006919111,0.21621807852638167,-0.0902896751383771,0.6464994258116423,-0.03019687147391052,0.48211243611584326,1.0789234646047183,6.657728706624606,0.820037563065813,0.4589905362776025
J,40,140,40,rs_robust,close,open,open_to_open,10,12,3,4,-0.037706697463237515,0.23611377133705264,-0.15969715467977158,0.702024783117615,-0.05371134804641257,0.4749090909090909,1.0938340800182518,10.03627760252366,0.67922676029705,0.5311514195583596
J,20,140,60,rs_default,close,open,open_to_open,8,8,2,3,-0.06414606516575683,0.2532539970593812,-0.2532874738822634,0.69542732081055,-0.09223978300276134,0.47961783439490446,1.053031994695438,10.63249211356467,0.5131598245483748,0.6088328075709779
